Geograghy,AllDeaths,Covid19Deaths,AllDeathsPer100k,Covid19DeathsPer100k,population,percentage_male,percentage_female,percentage_in_houshold,percentage_in_communal,population_density,EthnicWhiteUK,EthnicWhiteIrish,EthnicWhiteGypsy,EthnicWhiteOther,EthnicMixedWBC,EthnicMixedWBA,EthnicMixedWA,EthnicMixedOther,EthnicAsianBI,EthnicAsianBP,EthnicAsianBB,EthnicAsianBC,EthnicAsianOther,EthnicBlackAfrican,EthnicBlackCaribbean,EthnicBlackOther,EthnicArab,EthnicOther,CH4,CO2,HFC,N2O,NF3,PFC,SF6,CO,NMVOC,PM10,PM2.5
E06000002,34,10,24.564344,7.224807,138412,48.900000,51.100000,98.400000,1.600000,25.700000,86.100000,0.400000,0.100000,1.700000,0.400000,0.300000,0.700000,0.300000,1.100000,4.900000,0.200000,0.700000,1.000000,1.100000,0.100000,0.100000,0.700000,0.400000,0.541519,35.327221,2.250262,0.567684,0.000100,0.064260,0.047948,0.117609,0.068797,0.013644,0.007552
E06000003,76,40,56.222582,29.590833,135177,48.600000,51.400000,99.100000,0.900000,5.500000,97.600000,0.300000,0.100000,0.600000,0.200000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.100000,0.200000,0.100000,0.000000,0.000000,0.000000,0.100000,0.841521,39.826573,2.277963,0.685139,0.000131,0.084420,0.060272,0.138685,0.085614,0.016011,0.008947
E06000004,50,17,26.094671,8.872188,191610,49.100000,50.900000,98.100000,1.900000,9.400000,93.400000,0.300000,0.100000,0.900000,0.200000,0.200000,0.400000,0.200000,0.800000,1.600000,0.100000,0.500000,0.600000,0.500000,0.000000,0.100000,0.100000,0.200000,1.002416,59.684701,3.612875,0.923887,0.000197,0.126711,0.092957,0.205018,0.125645,0.023250,0.013301
E06000005,52,15,49.259217,14.209390,105564,48.800000,51.200000,98.600000,1.400000,5.300000,93.700000,0.300000,0.300000,1.900000,0.400000,0.100000,0.300000,0.200000,0.700000,0.100000,0.500000,0.300000,0.400000,0.200000,0.100000,0.000000,0.100000,0.100000,0.588257,32.831539,2.036217,0.594147,0.000111,0.071286,0.051330,0.112210,0.070194,0.012785,0.007515
E06000006,39,13,31.014903,10.338301,125746,48.800000,51.200000,99.300000,0.700000,15.900000,96.400000,0.500000,0.000000,0.900000,0.400000,0.200000,0.300000,0.200000,0.200000,0.000000,0.000000,0.200000,0.200000,0.100000,0.100000,0.000000,0.000000,0.100000,0.916035,46.873339,2.672427,0.642312,0.000163,0.104675,0.068513,0.151492,0.097293,0.017075,0.010688
E06000007,52,31,25.713551,15.329232,202228,49.600000,50.400000,98.300000,1.700000,11.200000,92.900000,0.700000,0.000000,2.300000,0.300000,0.200000,0.300000,0.200000,0.900000,0.600000,0.100000,0.400000,0.500000,0.200000,0.100000,0.000000,0.100000,0.100000,1.711955,67.713771,4.283802,1.037608,0.000198,0.127616,0.091884,0.213787,0.130660,0.024523,0.014528
E06000008,80,41,54.241333,27.798683,147489,49.900000,50.100000,98.900000,1.100000,10.800000,66.500000,0.500000,0.100000,2.000000,0.200000,0.100000,0.700000,0.200000,13.400000,12.100000,1.000000,0.500000,1.100000,0.400000,0.100000,0.100000,0.400000,0.400000,0.549937,49.925729,2.815826,0.661224,0.000220,0.141720,0.081210,0.175892,0.119395,0.018904,0.012424
E06000009,36,14,25.340513,9.854644,142065,49.100000,50.900000,97.100000,2.900000,40.700000,93.600000,0.700000,0.200000,2.100000,0.500000,0.200000,0.300000,0.200000,0.400000,0.200000,0.200000,0.400000,0.500000,0.100000,0.100000,0.000000,0.100000,0.100000,0.389769,36.768376,2.481660,0.545476,0.000111,0.071462,0.060577,0.123104,0.073021,0.013877,0.007997
E06000011,70,22,20.946858,6.583298,334179,48.900000,51.100000,97.800000,2.200000,1.400000,96.100000,0.300000,0.100000,1.600000,0.200000,0.100000,0.200000,0.100000,0.300000,0.100000,0.000000,0.200000,0.200000,0.100000,0.100000,0.000000,0.100000,0.100000,5.522733,113.531468,6.487056,3.841485,0.000402,0.258604,0.184247,0.402293,0.272859,0.047437,0.026908
E06000012,117,31,73.300922,19.421612,159616,49.000000,51.000000,98.900000,1.100000,8.300000,95.400000,0.300000,0.000000,1.700000,0.200000,0.100000,0.200000,0.200000,0.300000,0.100000,0.200000,0.400000,0.300000,0.200000,0.000000,0.000000,0.200000,0.100000,0.821164,66.340689,3.478243,0.945586,0.000250,0.160582,0.092197,0.220341,0.144227,0.024865,0.015721
E06000013,37,7,22.096676,4.180452,167446,49.300000,50.700000,99.100000,0.900000,2.000000,92.300000,0.400000,0.100000,3.200000,0.200000,0.100000,0.300000,0.200000,0.700000,0.500000,0.900000,0.300000,0.400000,0.200000,0.000000,0.000000,0.100000,0.100000,1.827604,78.547094,3.711413,1.474313,0.000343,0.220365,0.122016,0.275389,0.189926,0.030628,0.019795
E06000014,46,7,23.226341,3.534443,198051,48.600000,51.400000,96.100000,3.900000,7.300000,90.200000,0.600000,0.100000,3.400000,0.300000,0.200000,0.400000,0.400000,0.800000,0.200000,0.200000,1.200000,1.000000,0.500000,0.100000,0.000000,0.300000,0.200000,0.969907,53.725716,3.884829,1.015203,0.000150,0.096199,0.074144,0.176718,0.106536,0.020471,0.011502
E06000015,63,23,25.326430,9.246157,248752,49.500000,50.500000,98.300000,1.700000,31.900000,75.300000,0.900000,0.100000,3.900000,1.600000,0.200000,0.700000,0.400000,4.400000,5.900000,0.300000,0.500000,1.500000,1.300000,1.400000,0.300000,0.300000,1.000000,1.240545,96.706660,5.032782,1.280509,0.000402,0.258341,0.144953,0.326204,0.218153,0.035495,0.023426
E06000016,108,62,32.743247,18.797049,329839,49.400000,50.600000,97.500000,2.500000,45.000000,45.100000,0.800000,0.100000,4.600000,1.400000,0.400000,1.000000,0.700000,28.300000,2.400000,1.100000,1.300000,4.000000,3.800000,1.500000,1.000000,1.000000,1.600000,1.219343,118.542531,6.562313,1.422251,0.000466,0.299958,0.181192,0.372231,0.257937,0.040151,0.027239
E06000017,99,37,264.925473,99.012551,37369,50.600000,49.400000,91.700000,8.300000,1.000000,94.300000,0.600000,0.200000,2.100000,0.300000,0.100000,0.400000,0.300000,0.300000,0.100000,0.000000,0.300000,0.200000,0.300000,0.300000,0.100000,0.000000,0.200000,0.511027,11.290664,0.712500,0.345818,0.000045,0.029119,0.023331,0.041364,0.028906,0.004700,0.002791
E06000018,7,3,2.289976,0.981418,305680,50.300000,49.700000,94.800000,5.200000,41.000000,65.400000,0.900000,0.100000,5.100000,4.000000,0.700000,1.100000,0.900000,3.200000,5.500000,0.300000,2.000000,2.100000,3.200000,3.100000,1.000000,0.800000,0.700000,1.176479,79.966652,5.257735,1.207741,0.000231,0.148743,0.106510,0.242859,0.152374,0.027395,0.016541
E06000020,74,42,44.406839,25.203881,166641,49.500000,50.500000,98.700000,1.300000,5.700000,89.500000,0.400000,0.100000,2.700000,0.900000,0.200000,0.500000,0.300000,1.800000,1.300000,0.100000,0.400000,0.500000,0.600000,0.400000,0.100000,0.100000,0.200000,1.476319,65.789784,3.504344,1.097127,0.000300,0.192634,0.119615,0.235528,0.163548,0.025423,0.016666
E06000021,62,17,24.898798,6.827090,249008,49.800000,50.200000,98.800000,1.200000,26.600000,86.400000,0.300000,0.100000,1.900000,0.800000,0.200000,0.500000,0.300000,0.900000,4.200000,0.400000,0.500000,1.400000,1.000000,0.300000,0.100000,0.200000,0.500000,0.922002,91.371842,5.240725,1.168415,0.000333,0.213838,0.124635,0.304249,0.195519,0.033948,0.021134
E06000022,80,23,45.450414,13.066994,176016,48.900000,51.100000,96.600000,3.400000,5.100000,90.100000,0.700000,0.000000,3.800000,0.500000,0.200000,0.500000,0.400000,0.600000,0.100000,0.100000,1.100000,0.700000,0.300000,0.400000,0.100000,0.200000,0.200000,1.233073,43.429627,3.128096,0.933378,0.000136,0.087627,0.068014,0.156968,0.094278,0.017916,0.009727
E06000024,54,14,26.657978,6.911328,202566,48.600000,51.400000,98.400000,1.600000,5.400000,94.100000,0.500000,0.100000,2.600000,0.300000,0.100000,0.300000,0.200000,0.400000,0.100000,0.100000,0.300000,0.300000,0.200000,0.100000,0.000000,0.100000,0.100000,1.757429,58.893374,4.002753,1.283769,0.000181,0.116355,0.084460,0.203117,0.125619,0.023620,0.013206
E06000025,64,11,24.356179,4.186218,262767,49.600000,50.400000,98.300000,1.700000,5.300000,91.900000,0.500000,0.100000,2.500000,0.600000,0.200000,0.400000,0.300000,1.000000,0.300000,0.100000,0.500000,0.600000,0.400000,0.400000,0.100000,0.100000,0.200000,1.795761,90.520785,5.550115,1.575251,0.000303,0.194600,0.143199,0.320631,0.195139,0.036694,0.020791
E06000026,70,21,27.302796,8.190839,256384,49.400000,50.600000,97.900000,2.100000,32.100000,92.900000,0.400000,0.100000,2.700000,0.400000,0.200000,0.400000,0.300000,0.300000,0.100000,0.100000,0.500000,0.500000,0.400000,0.100000,0.100000,0.200000,0.200000,0.946138,79.942626,4.795911,1.162953,0.000260,0.167426,0.140341,0.265042,0.162237,0.029894,0.017781
E06000027,56,10,42.761475,7.635978,130959,48.200000,51.800000,97.700000,2.300000,20.800000,94.800000,0.500000,0.000000,2.200000,0.300000,0.100000,0.300000,0.300000,0.300000,0.100000,0.100000,0.200000,0.400000,0.100000,0.100000,0.000000,0.100000,0.100000,0.708835,31.083632,2.366805,0.667666,0.000085,0.054630,0.041131,0.112361,0.064543,0.013091,0.006713
E06000030,44,8,21.036929,3.824896,209156,50.000000,50.000000,99.400000,0.600000,9.100000,84.600000,0.900000,0.100000,4.200000,0.700000,0.300000,0.600000,0.500000,3.300000,0.600000,0.400000,0.500000,1.600000,0.800000,0.400000,0.200000,0.100000,0.300000,1.370941,82.845110,4.860209,1.070532,0.000280,0.179959,0.112804,0.269814,0.170737,0.030512,0.018756
E06000031,72,34,39.209066,18.515392,183631,49.500000,50.500000,99.000000,1.000000,5.300000,70.900000,0.700000,0.300000,10.600000,0.800000,0.500000,0.800000,0.700000,2.500000,6.600000,0.100000,0.500000,2.000000,1.400000,0.600000,0.300000,0.200000,0.600000,1.336973,65.614803,3.967592,1.151560,0.000235,0.151101,0.095956,0.212259,0.142435,0.023860,0.015220
E06000032,61,12,30.019537,5.905483,203201,50.200000,49.800000,99.200000,0.800000,46.900000,44.600000,3.000000,0.100000,7.000000,1.900000,0.500000,0.900000,0.900000,5.200000,14.400000,6.700000,0.700000,2.900000,4.500000,4.000000,1.300000,0.800000,0.700000,0.620734,69.818818,4.013443,0.901935,0.000186,0.119356,0.073658,0.209253,0.123023,0.024855,0.015009
E06000033,81,33,46.643403,19.002868,173658,49.000000,51.000000,98.800000,1.200000,41.600000,87.000000,0.900000,0.100000,3.600000,0.600000,0.400000,0.600000,0.500000,1.000000,0.600000,0.500000,0.600000,0.900000,1.600000,0.300000,0.200000,0.200000,0.300000,0.603702,43.782821,2.928958,0.701894,0.000125,0.080444,0.059914,0.155363,0.086425,0.017940,0.009702
E06000034,71,23,45.020767,14.584192,157705,49.300000,50.700000,99.600000,0.400000,9.700000,80.900000,0.700000,0.200000,4.100000,0.700000,0.400000,0.400000,0.400000,1.400000,0.300000,0.400000,0.500000,1.000000,6.200000,0.800000,0.800000,0.200000,0.400000,0.982511,57.942093,3.575775,0.815806,0.000128,0.082198,0.059325,0.174913,0.098116,0.021422,0.011936
E06000035,67,33,25.386000,12.503552,263925,49.600000,50.400000,98.500000,1.500000,13.700000,85.500000,0.700000,0.200000,3.200000,0.700000,0.300000,0.600000,0.400000,2.700000,0.600000,0.500000,0.400000,1.000000,1.800000,0.500000,0.200000,0.200000,0.500000,1.851284,82.294701,5.252898,1.359203,0.000218,0.140035,0.115918,0.294515,0.160866,0.034839,0.017990
E06000036,81,30,71.551610,26.500596,113205,49.600000,50.400000,97.600000,2.400000,10.300000,84.900000,0.900000,0.100000,4.700000,0.600000,0.300000,0.700000,0.500000,1.800000,0.500000,0.100000,0.500000,2.200000,1.400000,0.400000,0.200000,0.200000,0.300000,0.501651,35.908604,2.438385,0.521748,0.000095,0.061233,0.047849,0.116008,0.067429,0.013455,0.007604
E06000037,20,11,13.002041,7.151123,153822,49.600000,50.400000,98.100000,1.900000,2.200000,90.400000,0.800000,0.100000,3.500000,0.500000,0.200000,0.500000,0.400000,1.100000,0.300000,0.100000,0.400000,0.500000,0.500000,0.300000,0.100000,0.100000,0.100000,1.395531,45.732809,3.133354,0.937941,0.000146,0.093847,0.068607,0.164298,0.100764,0.018873,0.010356
E06000038,48,25,30.828912,16.056725,155698,50.100000,49.900000,97.200000,2.800000,38.500000,65.300000,1.500000,0.100000,7.900000,1.700000,0.500000,0.900000,0.800000,4.200000,4.500000,0.400000,1.000000,3.500000,3.900000,2.100000,0.700000,0.400000,0.500000,0.839225,38.815713,2.967622,0.605939,0.000089,0.056907,0.047411,0.120445,0.069052,0.014065,0.007717
E06000039,62,36,44.220962,25.676688,140205,50.000000,50.000000,99.600000,0.400000,43.100000,34.500000,1.100000,0.200000,9.900000,1.200000,0.400000,1.000000,0.800000,15.600000,17.700000,0.400000,0.600000,5.400000,5.400000,2.200000,1.000000,0.700000,1.900000,0.615160,55.181804,2.945081,0.751777,0.000123,0.079284,0.049952,0.141151,0.084406,0.017212,0.011087
E06000040,40,23,27.670172,15.910349,144560,49.300000,50.700000,97.600000,2.400000,7.400000,77.500000,1.400000,0.200000,7.000000,0.500000,0.200000,1.000000,0.600000,4.100000,2.900000,0.300000,0.700000,1.600000,0.700000,0.300000,0.100000,0.300000,0.500000,0.702595,44.398572,2.712060,0.635213,0.000125,0.080666,0.057437,0.134325,0.082192,0.015428,0.009400
E06000041,61,22,39.512890,14.250551,154380,49.500000,50.500000,98.300000,1.700000,8.600000,83.600000,0.900000,0.200000,3.700000,0.600000,0.200000,0.800000,0.400000,3.500000,1.900000,0.100000,0.800000,1.200000,0.800000,0.500000,0.100000,0.300000,0.400000,0.827210,41.694607,2.936125,0.648801,0.000121,0.078114,0.060213,0.140940,0.084046,0.016072,0.008941
E06000042,53,27,21.300453,10.851174,248821,49.500000,50.500000,99.200000,0.800000,8.100000,73.900000,1.000000,0.000000,5.100000,0.900000,0.600000,0.900000,0.900000,3.300000,1.500000,0.800000,1.100000,2.500000,5.200000,1.000000,0.600000,0.200000,0.400000,0.895015,81.412430,5.895965,1.125803,0.000231,0.148678,0.095949,0.242148,0.157375,0.028061,0.017366
E06000043,81,33,29.630280,12.071596,273369,49.800000,50.200000,97.300000,2.700000,33.100000,80.500000,1.400000,0.100000,7.100000,0.800000,0.700000,1.200000,1.000000,1.100000,0.200000,0.500000,1.100000,1.200000,1.100000,0.300000,0.200000,0.800000,0.700000,0.910754,61.050255,4.747397,1.025325,0.000117,0.075243,0.071916,0.187376,0.099935,0.021756,0.011411
E06000044,71,26,34.624688,12.679463,205056,50.300000,49.700000,97.600000,2.400000,50.700000,84.000000,0.500000,0.000000,3.800000,0.500000,0.500000,1.200000,0.500000,1.400000,0.300000,1.800000,1.300000,1.300000,1.400000,0.300000,0.100000,0.500000,0.500000,0.891041,62.234517,3.705032,0.842051,0.000190,0.122255,0.107931,0.212151,0.122296,0.023861,0.013477
E06000045,50,16,21.107556,6.754418,236882,50.400000,49.600000,96.400000,3.600000,47.500000,77.700000,0.700000,0.100000,7.400000,0.700000,0.400000,0.800000,0.500000,2.800000,1.300000,0.600000,1.500000,2.200000,1.500000,0.500000,0.200000,0.600000,0.600000,1.044857,76.356816,4.817295,1.129451,0.000217,0.139211,0.091521,0.243666,0.145105,0.028297,0.016412
E06000046,71,31,51.350667,22.420714,138265,48.800000,51.200000,96.700000,3.300000,3.600000,94.800000,0.500000,0.100000,1.900000,0.400000,0.100000,0.500000,0.200000,0.300000,0.100000,0.100000,0.200000,0.500000,0.100000,0.100000,0.000000,0.000000,0.100000,1.037203,36.131671,2.370673,0.880857,0.000121,0.077620,0.055592,0.132502,0.081468,0.015230,0.008365
E06000047,29,6,5.650356,1.169039,513242,49.000000,51.000000,97.500000,2.500000,2.300000,96.600000,0.200000,0.100000,1.200000,0.200000,0.100000,0.200000,0.100000,0.300000,0.100000,0.000000,0.300000,0.200000,0.100000,0.000000,0.000000,0.100000,0.100000,4.354031,175.347674,9.202215,3.239959,0.000680,0.437514,0.308649,0.626611,0.401035,0.069946,0.041832
E06000049,235,87,63.491720,23.505445,370127,49.000000,51.000000,98.600000,1.400000,3.200000,93.600000,0.600000,0.100000,2.500000,0.400000,0.100000,0.300000,0.200000,0.600000,0.200000,0.100000,0.300000,0.400000,0.200000,0.100000,0.100000,0.100000,0.100000,3.577547,131.701197,7.709469,2.925138,0.000504,0.324037,0.183960,0.441261,0.303719,0.049820,0.031385
E06000050,178,75,54.003544,22.754302,329608,48.700000,51.300000,99.000000,1.000000,3.600000,94.700000,0.700000,0.100000,2.000000,0.300000,0.100000,0.300000,0.200000,0.400000,0.100000,0.200000,0.300000,0.300000,0.200000,0.100000,0.000000,0.100000,0.100000,3.202062,109.296601,6.828970,2.358025,0.000417,0.267841,0.164272,0.376821,0.256050,0.042382,0.025955
E06000051,139,58,45.405695,18.946261,306129,49.500000,50.500000,97.400000,2.600000,1.000000,95.400000,0.500000,0.100000,2.000000,0.200000,0.100000,0.200000,0.200000,0.200000,0.100000,0.100000,0.300000,0.300000,0.100000,0.100000,0.000000,0.100000,0.100000,6.821713,99.345342,6.122220,4.403566,0.000361,0.232403,0.157339,0.370028,0.259349,0.044360,0.024401
E06000052,91,21,17.096490,3.945344,532273,48.400000,51.600000,98.300000,1.700000,1.500000,95.700000,0.400000,0.100000,2.000000,0.200000,0.100000,0.300000,0.200000,0.200000,0.000000,0.100000,0.200000,0.200000,0.100000,0.100000,0.000000,0.000000,0.100000,8.839067,141.690555,9.853375,5.837213,0.000437,0.280956,0.206265,0.532836,0.349695,0.064822,0.033081
E06000053,163,40,7399.001362,1815.705856,2203,50.000000,50.000000,96.400000,3.600000,1.300000,94.700000,0.500000,0.000000,3.600000,0.100000,0.100000,0.400000,0.100000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.200000,0.080637,0.779177,0.041798,0.049533,0.000001,0.000591,0.000675,0.002093,0.001428,0.000307,0.000153
E06000054,0,0,0.000000,0.000000,470981,49.200000,50.800000,97.200000,2.800000,1.400000,93.400000,0.500000,0.200000,2.600000,0.400000,0.100000,0.400000,0.300000,0.300000,0.000000,0.100000,0.300000,0.600000,0.300000,0.200000,0.100000,0.100000,0.200000,5.465841,141.100504,9.035891,3.894182,0.000492,0.316604,0.285269,0.509587,0.330386,0.058477,0.033136
E06000055,144,45,91.440764,28.575239,157479,49.100000,50.900000,98.100000,1.900000,3.300000,71.500000,1.100000,0.100000,7.900000,1.500000,0.400000,0.900000,0.700000,5.200000,2.100000,2.000000,0.600000,1.500000,1.700000,1.800000,0.400000,0.200000,0.500000,1.109045,49.145513,3.161024,0.921147,0.000146,0.093720,0.069414,0.160380,0.098930,0.018592,0.010727
E06000056,60,25,23.586667,9.827778,254381,49.500000,50.500000,99.100000,0.900000,3.600000,89.700000,1.200000,0.200000,2.800000,0.700000,0.200000,0.600000,0.400000,1.000000,0.200000,0.100000,0.600000,0.700000,0.800000,0.500000,0.100000,0.100000,0.200000,1.770075,89.274561,5.564749,1.540782,0.000299,0.192070,0.128297,0.328893,0.195953,0.037945,0.021029
E07000004,103,22,59.148831,12.633731,174137,49.500000,50.500000,98.000000,2.000000,1.900000,85.200000,0.900000,0.100000,3.500000,0.900000,0.300000,0.600000,0.500000,1.100000,3.100000,0.100000,0.400000,1.100000,1.000000,0.700000,0.200000,0.200000,0.200000,1.753825,51.865612,3.580386,1.311576,0.000164,0.105559,0.078535,0.185368,0.115589,0.021578,0.011904
E07000005,62,29,66.929346,31.305662,92635,48.600000,51.400000,99.200000,0.800000,4.700000,85.900000,1.200000,0.100000,4.200000,0.400000,0.200000,1.100000,0.500000,1.900000,1.900000,0.100000,0.500000,1.000000,0.300000,0.200000,0.100000,0.100000,0.200000,0.440019,22.670795,1.631405,0.412915,0.000069,0.044292,0.029373,0.080368,0.047684,0.009202,0.005057
E07000006,31,15,46.360686,22.432590,66867,48.500000,51.500000,98.400000,1.600000,4.700000,77.100000,1.700000,0.400000,5.100000,0.600000,0.200000,1.100000,0.500000,7.100000,1.400000,0.300000,0.800000,1.700000,0.500000,0.400000,0.100000,0.300000,0.700000,0.312322,20.308319,1.255068,0.300102,0.000057,0.036606,0.024668,0.067029,0.038849,0.007833,0.004413
E07000007,22,5,12.817226,2.913006,171644,49.300000,50.700000,98.400000,1.600000,5.300000,75.900000,0.900000,0.100000,4.400000,1.300000,0.200000,0.800000,0.500000,1.700000,7.600000,0.300000,0.600000,1.800000,1.000000,2.000000,0.500000,0.200000,0.300000,1.071245,52.147208,3.577832,0.828541,0.000174,0.111773,0.072902,0.181222,0.112532,0.020517,0.011929
E07000008,46,21,37.136606,16.953668,123867,50.800000,49.200000,86.700000,13.300000,30.400000,66.000000,1.400000,0.100000,15.000000,0.600000,0.400000,1.200000,1.000000,2.800000,0.600000,1.500000,3.600000,2.600000,1.000000,0.500000,0.200000,0.700000,0.900000,0.294854,22.138583,1.814938,0.400204,0.000065,0.041494,0.027114,0.069510,0.042746,0.007629,0.004560
E07000009,44,19,52.494691,22.668162,83818,49.400000,50.600000,99.100000,0.900000,1.300000,89.700000,0.600000,0.300000,5.600000,0.300000,0.200000,0.400000,0.500000,0.400000,0.100000,0.100000,0.300000,0.500000,0.300000,0.100000,0.100000,0.100000,0.200000,1.727972,28.960617,1.706088,1.117996,0.000104,0.067070,0.040116,0.110787,0.073272,0.013206,0.007174
E07000010,31,14,32.541832,14.696311,95262,49.100000,50.900000,98.600000,1.400000,1.700000,90.400000,0.400000,0.500000,5.900000,0.300000,0.100000,0.300000,0.300000,0.400000,0.100000,0.100000,0.200000,0.400000,0.200000,0.200000,0.100000,0.000000,0.200000,1.774823,38.457623,2.017786,1.204403,0.000157,0.100996,0.059627,0.144368,0.098481,0.016742,0.009830
E07000011,37,12,21.827878,7.079312,169508,49.900000,50.100000,98.500000,1.500000,1.900000,89.500000,0.700000,0.100000,4.500000,0.400000,0.200000,0.500000,0.400000,0.700000,0.600000,0.200000,0.300000,0.700000,0.500000,0.300000,0.200000,0.100000,0.200000,1.801940,61.343645,3.638910,1.301406,0.000246,0.157903,0.106280,0.226598,0.148003,0.025299,0.015100
E07000012,38,8,25.545360,5.377970,148755,49.600000,50.400000,98.700000,1.300000,1.600000,87.300000,0.700000,0.300000,5.000000,0.400000,0.200000,0.700000,0.500000,1.500000,0.300000,0.100000,0.800000,1.000000,0.500000,0.200000,0.100000,0.200000,0.300000,1.346640,42.192728,2.798163,1.062793,0.000156,0.100137,0.064095,0.156567,0.099728,0.017720,0.010076
E07000026,32,13,33.187447,13.482400,96422,49.100000,50.900000,98.500000,1.500000,0.800000,97.600000,0.200000,0.000000,1.100000,0.100000,0.000000,0.200000,0.100000,0.100000,0.000000,0.100000,0.100000,0.200000,0.000000,0.000000,0.000000,0.000000,0.100000,2.136587,37.715555,1.923272,1.266500,0.000155,0.099850,0.062675,0.142183,0.097756,0.016423,0.009482
E07000027,26,12,37.633708,17.369404,69087,49.500000,50.500000,99.000000,1.000000,8.900000,97.100000,0.300000,0.100000,0.900000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.100000,0.300000,0.300000,0.100000,0.000000,0.000000,0.100000,0.100000,0.446261,31.263689,1.417327,0.406157,0.000148,0.095467,0.055398,0.113424,0.077267,0.012100,0.007964
E07000028,33,17,30.690823,15.810424,107524,48.800000,51.200000,98.700000,1.300000,1.000000,95.000000,0.400000,0.200000,2.500000,0.100000,0.100000,0.200000,0.100000,0.300000,0.100000,0.200000,0.300000,0.300000,0.100000,0.000000,0.000000,0.000000,0.100000,1.729000,40.499132,2.482089,1.222192,0.000132,0.084623,0.055933,0.135549,0.091524,0.016188,0.009383
E07000029,34,13,48.156594,18.412815,70603,50.200000,49.800000,98.200000,1.800000,1.000000,97.300000,0.300000,0.000000,0.900000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.100000,0.200000,0.300000,0.100000,0.000000,0.000000,0.000000,0.100000,1.638062,33.335791,1.280079,0.737777,0.000149,0.095674,0.062221,0.121138,0.082050,0.013175,0.008147
E07000030,26,12,49.463511,22.829313,52564,49.500000,50.500000,98.200000,1.800000,0.200000,97.000000,0.300000,0.000000,1.600000,0.100000,0.000000,0.200000,0.100000,0.100000,0.000000,0.100000,0.200000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,2.306895,15.922648,1.065190,1.378866,0.000041,0.026360,0.019215,0.060607,0.046037,0.008348,0.003868
E07000031,12,3,11.576531,2.894133,103658,48.700000,51.300000,97.000000,3.000000,0.700000,95.600000,0.300000,0.000000,2.400000,0.200000,0.100000,0.200000,0.100000,0.200000,0.000000,0.100000,0.300000,0.200000,0.100000,0.100000,0.000000,0.000000,0.100000,1.726216,30.763785,2.144391,1.172952,0.000105,0.067637,0.042697,0.115910,0.078225,0.013802,0.007310
E07000032,75,24,61.320099,19.622432,122309,49.200000,50.800000,99.100000,0.900000,4.600000,96.500000,0.300000,0.000000,1.300000,0.400000,0.100000,0.200000,0.100000,0.300000,0.100000,0.000000,0.200000,0.200000,0.100000,0.100000,0.000000,0.000000,0.100000,0.925030,55.535779,2.700629,0.815661,0.000254,0.163228,0.091366,0.209305,0.137798,0.022843,0.014307
E07000033,46,12,60.633222,15.817362,75866,49.300000,50.700000,99.200000,0.800000,4.700000,96.300000,0.300000,0.100000,1.500000,0.300000,0.100000,0.200000,0.100000,0.300000,0.100000,0.000000,0.200000,0.200000,0.200000,0.100000,0.100000,0.000000,0.000000,0.545547,29.764464,1.671565,0.469436,0.000119,0.076293,0.043937,0.106019,0.069591,0.011899,0.007259
E07000034,13,5,12.525533,4.817513,103788,49.000000,51.000000,98.900000,1.100000,15.700000,94.900000,0.400000,0.000000,1.300000,0.500000,0.100000,0.300000,0.200000,0.500000,0.300000,0.100000,0.400000,0.300000,0.400000,0.300000,0.100000,0.100000,0.100000,0.439295,35.082208,2.151430,0.522308,0.000124,0.079421,0.049718,0.118873,0.075182,0.013399,0.008089
E07000035,42,16,59.058440,22.498453,71116,49.300000,50.700000,97.800000,2.200000,0.900000,96.800000,0.500000,0.000000,1.300000,0.200000,0.100000,0.200000,0.100000,0.100000,0.100000,0.000000,0.100000,0.200000,0.000000,0.100000,0.000000,0.000000,0.100000,1.490846,23.569506,1.329675,0.936986,0.000089,0.057530,0.035215,0.089558,0.061544,0.010684,0.005900
E07000036,26,10,23.197509,8.922119,112081,49.000000,51.000000,99.000000,1.000000,10.200000,95.200000,0.500000,0.000000,1.300000,0.700000,0.100000,0.200000,0.200000,0.700000,0.100000,0.000000,0.200000,0.200000,0.100000,0.300000,0.100000,0.000000,0.100000,0.625815,49.904684,2.577549,0.628283,0.000202,0.130034,0.075556,0.174836,0.113369,0.019343,0.012122
E07000037,38,8,41.807860,8.801655,90892,49.300000,50.700000,98.900000,1.100000,1.700000,95.900000,0.700000,0.000000,1.300000,0.400000,0.100000,0.300000,0.200000,0.200000,0.100000,0.000000,0.300000,0.300000,0.100000,0.100000,0.000000,0.000000,0.100000,0.755112,34.188934,1.842281,0.654189,0.000137,0.088241,0.051548,0.122839,0.080672,0.013827,0.008376
E07000038,46,22,46.453854,22.217061,99023,49.000000,51.000000,99.200000,0.800000,3.600000,96.900000,0.300000,0.100000,0.800000,0.300000,0.100000,0.300000,0.100000,0.400000,0.100000,0.000000,0.200000,0.100000,0.200000,0.100000,0.000000,0.000000,0.100000,0.774630,35.552118,2.065679,0.655093,0.000142,0.091322,0.054753,0.134889,0.085482,0.015193,0.008811
